text,emotion
I have mastered the lecture on recursion and I can apply it with ease. (758),Confident
I am unsure how to use the research paper review correctly in this assignment. (402),Confused
I finally understood this mathematics proof and I feel ready to proceed! (49),Confident
I feel confident because the exam review notes! (763),Confident
I really am uninterested in the exam preparation because it feels repetitive and dull. (356),Bored
I wish the exam preparation were more stimulating because the task feels too predictable. (117),Bored
I am unsure how to use the online lab exercise correctly in this assignment. (929),Confused
I want to learn more about the exam review notes and its real world applications. (924),Curious
I really am curious about the lecture on recursion because the tools are behaving inconsistently. (246),Curious
I really am curious about this mathematics proof because the examples are too repetitive! (1096),Curious
I have no idea how to start the physics problem set because the feedback is too generic! (1018),Confused
The solution for the online lab exercise is clear now and I feel prepared. (1038),Confident
I finally understood this mathematics proof and I feel ready to proceed. (375),Confident
the debugging session feels sleepy and I cannot stay engaged! (22),Bored
This the algorithm explanation is so frustrating that I want to restart. (509),Frustrated
